113,Wolfgang,Mann,,approved,0
114,Cathy,Popkin,,approved,2
115,Richard,Sacks,,approved,2
117,David,Bayer,,approved,1
119,Patrick,Gallagher,,approved,1
121,Richard,Hamilton,,approved,0
123,Herve,Jacquet,,approved,0
124,Troels,Jorgensen,,approved,0
126,John,Morgan,,approved,0
128,Tamar,Ben-Vered,,approved,0
129,Nehama,Bersohn,,approved,2
132,David,Lurie,,approved,2
133,George,Saliba,gas1,approved,0
135,Mark,Debellis,,approved,3
136,Jonathan,Kramer,,approved,0
137,Niels,Ostbye,,approved,2
138,Michael,Skelly,,approved,2
139,Elaine,Sisman,,approved,1
140,Ian,Bent,,approved,0
142,Jason,Eckardt,,approved,0
146,Annalisa,Poirel,,approved,0
148,Timothy,Taylor,,approved,0
149,Dan,Thompson,,approved,0
150,Heather,Willoughby,,approved,0
151,Akeel,Bilgrami,,approved,0
152,Taylor,Carman,,approved,1
153,John,Collins,,approved,0
154,Haim,Gaifman,,approved,0
156,Isaac,Levi,,approved,0
158,Achille,Varzi,,approved,2
159,Janet,Conrad,,approved,1
163,William,Zajc,,approved,0
168,Robert,Lieberman,,approved,2
171,Judith,Russell,jr323,approved,0
172,Warner,Schilling,,approved,0
173,J. Phillip,Thompson,,approved,0
176,Geraldine,Downey,,approved,1
177,Carol,Dweck,,approved,0
178,Eugene,Galanter,,approved,0
179,Norma,Graham,,approved,0
180,Larry,Heuer,,approved,1
182,David,Krantz,,approved,0
183,Wendy,McKenna,,approved,0
184,Janet,Metcalfe,,approved,0
185,Lois,Putnam,,approved,0
186,Herbert,Terrace,,approved,0
187,Ryuichi,Abe,,approved,0
188,Peter,Awn,,approved,1
189,Randall,Balmer,,approved,1
190,Celia,Deutsch,,approved,0
191,John,Hawley,,approved,1
193,Robert,Thurman,,approved,0
194,Gary,Tubb,,approved,0
195,Courtney,Bender,,approved,1
198,Kathryn,Neckerman,,approved,0
199,Francesca,Polletta,,approved,1
200,Peter,Read,,approved,0
201,Robert,Smith,,approved,0
202,Helene,de Aguilar,,approved,1
203,Isolina,Ballesteros,,approved,0
204,Raquel,Diez-Diaz,,approved,0
205,Licia,Fiol-Matta,,approved,1
206,Alfred,MacAdam,,approved,1
208,Flora,Schiminovich,,approved,0
209,Elzbieta,Szoka,,approved,0
211,Xavier,Vila,,approved,1
213,Owen,Gutfreund,,approved,1
214,Ester,Fuchs,,approved,0
216,Pier,Consagra,,approved,0
218,Jon,Kessler,,approved,0
220,Archie,Rand,,approved,0
221,Thomas,Roma,,approved,2
224,Herbert S.,Klein,,approved,0
226,Chih-ping,Sobelman,,approved,0
227,Yongzhao,Shao,,approved,0
231,Marcellus,Blount,,approved,1
232,Robert,O'Meally,,approved,1
237,John,Hilton,,approved,0
240,Irina,Oryshkevich,,approved,2
241,Bruce,King,,approved,0
244,Verne,Moberg,,approved,0
245,Amy,Trompetter,,approved,0
249,Alice,Kessler-Harris,,approved,2
250,Kathleen,Knight,,approved,0
251,Francesca,Grifo,,approved,0
252,Mark,Carnes,mc422,approved,2
253,Carlos,Sanabria,,approved,0
255,Gustavo,Perez-Firmat,,approved,2
256,Felix,Martinez-Bonati,,approved,0
257,Allan,Silver,,approved,0
258,Seymour,Spilerman,,approved,0
259,Maryse,Conde,,approved,0
260,Dennis,Dalton,dd138,approved,1
262,Joseph,Massad,,approved,1
263,Barbara,Fields,,approved,1
264,Pablo,Piccato,,approved,0
265,Ellen,Baker,,approved,1
268,Brigitte,Nacos,,approved,0
270,Thomas,Bernstein,,approved,0
271,Jennifer,Mangels,,approved,0
272,Elizabeth,Castelli,,approved,0
277,Donna,Masini,,approved,1
279,Glenda,Adams,,approved,0
280,Susan,Charlotte,,approved,0
281,Haruo,Shirane,,approved,0
282,Mark,Anderson,,approved,0
283,Peter,Juviler,,approved,0
284,Lynn,Meskell,,approved,0
285,Jeffrey,Olick,,approved,0
286,Peter,Bearman,,approved,1
287,Margaret,Ellsberg,me94,approved,0
289,Frances,Pritchett,,approved,0
292,James,Beck,,approved,0
293,Matthew,Bagger,,approved,0
294,Peter,Johnson,,approved,2
295,Nicholas,Turro,,approved,0
296,Dalibor,Sames,,approved,0
297,Allan,Blaer,,approved,2
298,Bradford,Garton,,approved,3
299,Priya,Wadhera,,approved,2
301,Andrew,Sarris,,approved,0
302,James,Zetzel,,approved,3
303,"",Rotating staff of teachers,,approved,0
305,Lars,Tragardh,,approved,0
306,Virginia Page,Fortna,,approved,2
307,Nadia,Urbinati,,approved,0
308,Phyllis,Zhang,,approved,2
311,Robert,Mundell,,approved,0
312,Donald,Davis,,approved,0
313,Daniel,Fernandez,,approved,0
314,Irene,Bloom,,approved,0
315,Douglas,Chalmers,,approved,0
318,Tomas,Vu-Daniel,,approved,0
319,Yuan-Yuan,Meng,,approved,2
322,Margaret,Pappano,,approved,0
323,Paul,Yoon,,approved,0
324,Helene,Walisever,,approved,1
325,Mary,Hue,,approved,0
327,Richard,Ericson,,approved,0
328,Perry,Mehrling,,approved,1
329,Mitali,Das,,approved,0
330,Richard,Pious,rp184,approved,1
331,Hilary,Ballon,,approved,1
332,Richard,Bushman,,approved,0
334,George,Flynn,,approved,0
335,Teodolinda,Barolini,,approved,2
336,Herbert,Chase,,approved,0
338,Leonard,Fine,lf4,approved,0
339,Robert,Ferguson,,approved,2
340,Glenda,Garvey,,approved,0
341,Alan,Ziegler,,approved,0
342,Eric,Marcus,,approved,0
345,Anders,Stephanson,,approved,1
346,Irwin,Gertzog,,approved,1
347,Sarah,Cole,,approved,1
348,Richard,Bulliet,,approved,1
349,Thaddeus,Russell,,approved,2
350,Henning,Schulzrinne,,approved,0
351,Zeph,Grunschlag,,approved,1
353,Kent,Minturn,,approved,0
354,David,Helfand,,approved,2
355,Matthew,Jones,,approved,3
357,John,Parsons,,approved,1
358,Casey,Blake,,approved,2
359,Alan,Segal,,approved,0
360,Jose,Hernandez,,approved,0
361,Jennifer,Jones,,approved,0
362,Benjamin,Buchloh,,approved,1
363,Clemente,Marconi,,approved,0
364,David,Baldwin,,approved,0
365,Michael,Seidel,,approved,1
366,Joeb,Moore,,approved,0
367,Yosef,Yerushalmi,,approved,0
368,Joseph,Patterson,,approved,1
369,Martha,Blumberg,,approved,1
370,Stanislaw,Wellisz,,approved,0
372,Victor H.,de la Pe&ntilde;a,,approved,0
373,Charles,Hailey,,approved,1
374,Milena,Jelinek,,approved,0
375,Luis,Gravano,lg233,approved,2
382,Keiko,Chevray,,approved,0
383,Padma,Desai,,approved,0
384,David,Rosand,,approved,0
385,Scott,Failla,,approved,2
386,Ben,Vinson III,,approved,2
387,Michael,Tuts,,approved,1
389,James,Helgeson,,approved,1
390,Roger,Mesznik,,approved,1
391,Deborah,Bradley-Kramer,,approved,2
392,Gil,Anidjar,,approved,1
394,Veerendra,Lele,,approved,0
395,Christopher,Washburne,,approved,3
396,Maura,Spiegel,,approved,0
398,David,McKenna,,approved,1
399,Irena,Klepfisz,,approved,2
400,Nicholas,Dames,,approved,3
402,Laura,Kay,,approved,1
403,Elizabeth,Russ,,approved,0
405,Janet,Larkin,,approved,0
406,Sharon,Goldsmith,,approved,0
407,"",(multiple lecturers),,approved,0
408,Brian,Morton,,approved,0
409,Valentina,Izmirlieva,,approved,1
410,Jeremy,Dauber,,approved,1
414,Michael,Thaddeus,,approved,2
417,Kathy,Eden,,approved,2
421,Richard,Friedberg,,approved,0
423,Holger,Klein,,approved,2
425,Elisabeth,Friedman,,approved,0
427,Peter,Bower,pb119,approved,0
428,Philip,Kitcher,,approved,1
429,David,Adams,,approved,0
431,Robert,Friedman,,approved,0
432,Robert,Hanning,,approved,0
433,Kristina,Milnor,,approved,3
434,Patricia,Denison,,approved,0
435,Pao-Yuan,Chen,,approved,0
436,Johnathan,Lee,,approved,0
438,Nicole,Marwell,,approved,0
439,Paul,Creamer,,approved,0
440,Laura,Dolp,,approved,0
442,Christia,Mercer,cm50,approved,2
444,Andrew,Delbanco,,approved,2
445,Richard,Korb,,approved,3
447,Leslie,Woodard,,approved,2
448,Diane,Macunovich,,approved,0
449,Talya,Halkin,,approved,0
450,Nan,Rothschild,,approved,0
453,Aili,Flint,,approved,3
454,Radmila,Gorup,,approved,0
455,Robert,Belknap,,approved,2
456,Valentine ,Daniel,,approved,1
458,Patricia,Lindemann,pgl2,approved,0
459,Neguin,Yavari,,approved,0
460,David,Goldfarb,,approved,0
461,Julie,Crawford,,approved,1
462,David,Epstein,,approved,1
464,James,Thomas,,approved,0
466,Edward,Leonard,,approved,0
468,Lisa,Margulis,,approved,0
469,Rebecca,Guy,,approved,0
471,Austin,Flint,,approved,0
475,Mark,Kesselman,,approved,2
476,Gayatri,Spivak,,approved,0
477,Sarah,Degner,,approved,0
481,Robert,Harrist,,approved,0
482,Stephanie,Schwartz,,approved,0
484,Morgan,Hall,,approved,0
485,Daniela,Noe,,approved,2
486,Joanna,Smith,,approved,1
492,Terri,Gordon,,approved,0
495,Loy,Fankbonner,,approved,0
496,Adriana,Helbig,,approved,0
497,Dorian,Goldfeld,,approved,2
499,Rebecca,Margolis,,approved,0
500,Daniel,Rabinowitz,,approved,1
501,Carol,Gluck,,approved,1
502,Jonathan,Crary,,approved,2
503,Stuart,Diamond,,approved,0
504,Julia,Chamberlin,,approved,0
506,Walter,Neumann,,approved,0
507,Dwijen,Bhattacharjya,,approved,1
509,Carol,Slade,,approved,0
513,Marlon,Feld,,approved,1
514,Susan,Boynton,,approved,0
515,Adam,Cannon,ac1076,approved,2
516,Virginia,Cornish,vc114,approved,0
517,Jonathan,King,,approved,0
518,Vincent,Aurora,,approved,3
519,Allison,Smith,,approved,0
520,Ed,Spiegel,,approved,0
521,Sabrina,Pillars,,approved,0
522,Claudia,Rankine,,approved,0
523,Miriam,Hoffman,,approved,2
524,Eleanor,Dickey,,approved,0
526,Robert,Legvold,,approved,1
527,Barbara,Szlanic,,approved,0
528,Curtis,Bertschi,,approved,0
529,Jonathan,Gill,,approved,3
530,Georgette,Fleischer,,approved,0
531,Ann,Senghas,,approved,1
532,Cary,Plotkin,,approved,0
533,Frank,Sciulli,,approved,0
534,Marcia,Welles,,approved,0
536,Daniel,Chiarilli,,approved,0
537,Kenneth,Torrey,,approved,3
538,Volker,Berghahn,,approved,1
539,Sebastian,Currier,,approved,3
540,Evan,Cornog,,approved,0
541,Richard,Locke,,approved,0
543,Daniel,Leonard,,approved,0
545,Sally,Chapman,,approved,0
546,Maryam,Moshaver,,approved,0
550,Boris,Gasparov,,approved,1
551,John,Cisternino,,approved,1
553,Sailaja,Sastry,,approved,0
554,Bonnie,Baker,,approved,1
560,Gwendolyn,Wright,,approved,0
561,Robert,Weston,,approved,3
562,Ursula,Heise,,approved,0
564,Martin,Stute,,approved,1
565,Alicia,Zuese,,approved,0
567,Mark,von Hagen,,approved,1
568,Simon,Schama,,approved,0
569,Estelle,Depayre,,approved,0
570,Dan,Nexon,,approved,0
571,Jorge Daniel,Veneciano,,approved,0
572,Brendan,O'Flaherty,bo2,approved,0
574,Paul,Olsen,,approved,0
576,Charles,Walls,,approved,1
578,Mohammed,Mbodj,,approved,0
579,Jerome,Cornette,,approved,0
580,Arvid,Lukauskas,,approved,0
583,Lisa,Tiersten,,approved,2
585,Gregory,Wawro,,approved,0
586,Elke,Weber,,approved,0
587,Robert,Somerville,,approved,1
589,Brian,Murray,,approved,1
591,Neni,Panourgia,,approved,1
592,Sandra,Prior,,approved,0
593,John,Rosenberg,,approved,1
594,Roosevelt,Montas,,approved,1
595,Christina,Leslie,,approved,2
597,Steven,Solnick,,approved,0
598,Abigail,Tay,,approved,0
599,Sunyoung,Park,,approved,0
601,Mikhail,Smirnov,,approved,0
605,Gail,Archer,,approved,1
606,Jeffrey,Trask,,approved,0
608,Ira,Katznelson,,approved,0
610,Thomas,Ratekin,,approved,0
611,David,Shatz,,approved,1
612,Sean,Paul,,approved,0
613,Carl,Wennerlind,,approved,0
614,Christoph,Wiedenmayer,,approved,1
615,Jeanne,Poindexter,,approved,0
616,Brian,Larkin,,approved,0
617,Yoichiro,Matsumura,,approved,3
618,Victor,LaValle,,approved,0
620,Robert,Jervis,,approved,0
621,Laura,Masone,,approved,0
622,Anne,Prescott,,approved,1
624,Deborah,Martinsen,,approved,2
625,Richard,Betts,,approved,1
627,Kenneth,Waltz,,approved,0
628,Atle,Gjelsvik,,approved,2
629,Mary,Cregan,,approved,2
630,Timea,Szell,,approved,2
631,Jenny,Davidson,,approved,2
632,Xin,Feng,,approved,0
633,Il,Kim,,approved,0
634,Patricia,Stokes,,approved,1
635,Athanasios,Tsantilas,,approved,0
636,Janet,Soares,,approved,0
637,Michael Aaron,Hawn,,approved,0
639,Christina,Kiaer,,approved,3
640,Stephen,Massimilla,,approved,2
642,Kevin,Newman,,approved,0
644,Perla,Rozencvaig,,approved,1
645,Shawn-Marie,Garrett,,approved,0
646,Rebecca,Kim,,approved,0
647,Brian,Cole,,approved,1
650,John,Bird,,approved,1
655,James,Leighton,,approved,2
659,Robert,Hymes,,approved,0
660,Seth,Weissman,,approved,0
661,Maxine,Weisgrau,,approved,0
663,Jose Antoni,Castellanos-Pazos,,approved,0
664,Gary,Okihiro,,approved,1
665,Michael,Eskin,,approved,2
666,Steven,Kane,,approved,0
667,Margaret,Vandenburg,,approved,2
668,Paula,Loscocco,,approved,0
670,Heather,Ecker,,approved,0
671,Kristina,Boerger,,approved,2
677,Ehichung,Chung,,approved,0
678,Donna,Bussell,,approved,1
679,Kate,McQuiston,,approved,0
680,Jessica,Forbes,,approved,0
684,Lawrence,Potter,,approved,0
686,Jennifer,Huang,,approved,0
687,Valentina,Lebedev,,approved,0
688,Rafael,Yuste,,approved,0
689,Jonathon,Kahn,,approved,2
692,Lynn,Catterson,,approved,3
693,Andrew,Homan,,approved,0
696,Sidney,Hemming,,approved,1
698,Jeannie,Im,,approved,0
699,Adam,Kosto,,approved,1
700,Kaiama,Glover,,approved,3
701,Elizabeth,Scharffenberger,,approved,2
702,Karin,Almquist,,approved,0
703,Michele,Miozzo,,approved,0
706,Philip,Ammirato,,approved,0
707,Kate,Glasner,,approved,1
708,Stephanie,Pfirman,,approved,2
711,Douglas,Pfeiffer,,approved,2
714,Alex,Moulton,,approved,0
715,Harold,Evans,,approved,1
716,Paul,Bentel,,approved,0
717,Jennie,Kassanoff,,approved,1
718,Donlin,Foreman,,approved,0
719,Brandie,Ratliff,,approved,0
720,Taoufik,Ben-Amor,,approved,2
721,Priscilla,Ferguson,,approved,0
722,Leif,Jensen,,approved,0
724,James,Erickson,,approved,0
726,James,Applegate,,approved,0
727,John,Axcelson,,approved,1
728,Robert,McCaughey,,approved,1
729,James,Currie,,approved,0
730,Mu-Tao,Wang,,approved,1
731,Andrew,Gelman,,approved,0
733,Judith,Gibber,,approved,0
734,Martin,Chalfie,,approved,1
735,Timothy,Halpin-Healy,,approved,0
738,Marc,Berley,,approved,1
739,Walter,Mischel,,approved,0
740,Nicole,Rizzuto,,approved,0
741,Dominique,Jullien,,approved,0
742,Ruth,McChesney,,approved,0
743,Karen,Barkey,,approved,3
744,Bruce,Robbins,,approved,1
745,Richard,Braverman,,approved,0
746,Paul,Anderer,,approved,2
748,Louise,Rose,,approved,1
749,Miklos,Gyulassy,,approved,0
751,Natalie,Kampen,,approved,1
752,Carole,Slade,,approved,0
753,David,Johnston,,approved,1
754,Tian,Zheng,,approved,1
756,George,El-Hage,,approved,3
757,Liza,Gabaston,,approved,0
758,Joseph,Slaughter,,approved,2
759,David Benjamin,DeSmidt,,approved,0
761,Yongyan,He,,approved,0
763,Shayne,Legassie,,approved,3
764,Benjamin,Weinkove,,approved,0
765,Matthew,Miller,,approved,0
766,Elizabeth,Sklar,,approved,1
767,Patricia,Kitcher,,approved,1
768,Christian,Rostboll,,approved,2
769,Peter,Pouncey,,approved,3
770,Jack,Morrow,,approved,0
771,Previn,Chandraratna,,approved,0
772,Adam,Zucker,,approved,0
774,Kirsten,Lentz,,approved,0
775,Joel,Kaye,,approved,1
776,Kal,Wagenheim,,approved,0
777,Tobias,Gittes,,approved,0
778,Pierre,Demarty,,approved,0
779,Edward,Mendelson,em36,approved,1
780,Gareth,Williams,,approved,3
782,Vassiliki,Yiakoumaki,,approved,0
783,Mark,Pirouet,,approved,0
785,Robert A.,Maguire,,approved,0
786,Mohammad,Khalil,,approved,0
787,David,Albert,,approved,0
788,Erin,Soros,,approved,1
789,Victoria,Tzotzkova,,approved,3
792,Janet,Cavallero,,approved,0
796,Raina,Uhden,,approved,0
798,Ernesto,Garcia,,approved,2
802,Philip,Gross,,approved,0
804,James,Mirollo,,approved,0
806,David,Rifkind,,approved,1
807,Carlos,Saz-Parkinson,,approved,0
808,Amanda,Claybaugh,,approved,2
810,Jane,McMahan,,approved,1
811,Lisa,Son,,approved,0
812,Daniel,Freund,,approved,0
814,Jonathan,Titus,,approved,0
815,John,Tresch,,approved,0
816,Claudine,Leysinger,,approved,0
817,Greet,Van Belle,,approved,0
821,Nicholas,De Genova,,approved,1
823,Raffaella,Cribiore,,approved,0
824,Chris,Buchenholz,,approved,3
826,Michael,Levine,,approved,0
827,Anne,Boyman,,approved,2
828,Peter,Susser,,approved,2
830,Paul,Violi,,approved,1
831,Lisa,Cooper,,approved,0
832,Lynn,Cooper,,approved,0
833,Ben,Marcus,,approved,0
835,Rosalind,Morris,,approved,1
837,Tony,Burgess,,approved,0
838,Peter,Balsam,,approved,0
839,Brian,Soucek,,approved,3
841,Monica,Miller,,approved,2
842,Patricia,Romero,,approved,1
843,Panagiota,Daskalopoulos,,approved,1
847,Alexander,Cooley,,approved,2
850,Zhirong,Wang,,approved,1
852,William,Noble,,approved,0
853,Norman,Christ,nhc1,approved,0
854,Richard,Kopelman,,approved,1
855,Rachel,Kousser,,approved,0
856,David,Sidorsky,,approved,0
859,Ilya,Kofman,,approved,0
860,Edward,Wilkinson,,approved,3
861,Andrew,Lim,,approved,0
862,Conrad,Schirokauer,,approved,2
863,Susan,Sacks,,approved,0
864,Emily,Altman,,approved,0
865,Atila,Abdulkadiroglu,,approved,1
866,Orie,Yamada,,approved,0
867,Jessica,Maier,,approved,0
869,Gloria (Guofei),Yuan,,approved,0
870,Mona,Zamfiresu,,approved,0
871,Lisa,Ramos,,approved,0
872,Jonathan,Neil,,approved,0
873,Susana,Asensio,,approved,0
874,Erik,Gartzke,,approved,0
875,Keith,Moore,,approved,0
876,Alberto,Mancinelli,,approved,0
878,Patrick,Greene,,approved,0
879,Heidi,Grant,,approved,0
881,Helen,Koh,,approved,0
882,Nancy,Worman,,approved,1
884,Silvia,Stoyanova,,approved,0
885,Shanna,Richman,,approved,0
886,Steven,Stroessner,,approved,2
887,John,Smalley,,approved,0
889,Richard,Friesner,,approved,0
890,Richard,Wortman,,approved,2
891,Babak,Ebrahimian,,approved,0
892,Joan,Raitano,,approved,0
893,Tianhu,Hao,,approved,0
894,Laura,Weber,,approved,0
895,Daniel,Cordes,,approved,0
896,James,Crapotta,,approved,1
898,Robert,Erikson,,approved,0
899,Jethro,Lieberman,,approved,2
900,Kate,Levin,,approved,1
901,Patricia,Kenny,,approved,2
902,John,Ito,,approved,0
903,Sarah,Gracombe,,approved,0
904,Rachel,Adams,,approved,0
906,John,Pagano,,approved,3
907,Kathryn,Jay,,approved,1
908,Mario,Klarer,,approved,0
909,Noit,Banai,,approved,0
910,Steven,Marcus,,approved,0
911,Jaret,Weisfogel,,approved,0
912,Jason,Freitag,,approved,0
913,Sheldon,Weinig,,approved,0
914,Maire,Jaanus,,approved,0
915,Takaki,Hayashi,,approved,0
916,Robert,Williams,,approved,0
917,Naomi,Weinberger,,approved,1
918,Joan,Ferrante,,approved,0
919,Claudine,Frank,,approved,0
920,Sandra,Genter,,approved,0
921,Marcela,Erlich,,approved,0
923,Nancy,Workman,,approved,2
924,Ernesto,Estrella,,approved,0
926,Irene,Alameda Nieto,,approved,0
927,Jason,Freeman,,approved,0
928,Anupama,Rao,,approved,1
929,Karl,Saddlemire,,approved,0
930,Kathleen,Taylor,,approved,0
931,Gregory,Mann,,approved,1
932,Armen,Karayan,,approved,0
933,Paloma,Martinez-Cruz,,approved,0
935,Vicki,Tromanhauser,,approved,0
936,Kimberley,Johnson,,approved,0
937,Susan,Thames,,approved,1
938,Alan,Farmer,,approved,0
939,George,Rush,,approved,0
940,Ezra,Tawil,,approved,3
941,Hillery,Hugg,,approved,0
942,Spencer,Cole,,approved,2
944,Mao-Pei,Tsui,,approved,0
945,Lorraine,Minnite,,approved,1
948,Elizabeth,Abzug,,approved,0
949,Janet,Mindes,,approved,0
950,Herica,Valladares,,approved,0
951,Agueda,Rayo,,approved,0
952,John,Huber,,approved,0
953,John,Glendinning,,approved,0
954,Marianthi,Markatou,,approved,0
956,Walter,Mattli,,approved,0
957,Carol,Lin,,approved,0
958,Camille,Collins,,approved,0
961,Stuart,Firestein,,approved,0
963,Alison,Armstrong,,approved,0
964,Sanjay,Reddy,,approved,1
966,Mignon,Moore,,approved,0
968,Carol,Rovane,,approved,0
969,Kevin,Matthews,,approved,0
970,Andrea,Malaguti,,approved,0
971,Anne,DuToit,,approved,0
972,Ramona,Thomasius,,approved,0
974,Elizabeth,Wiesen,,approved,0
975,Meredith,Davis,,approved,0
976,Quandra,Prettyman,,approved,2
989,John,Horvitz,,approved,3
990,Matthew,Sharpe,,approved,0
991,Thomas,Pogge,,approved,0
992,Jon,Elster,,approved,0
993,Jean,Cohen,,approved,0
994,John,Mutter,,approved,0
995,Charles,Langmuir,,approved,0
996,Michael,Agnew,,approved,3
997,Levent,Kockesen,,approved,0
998,Walter,Frisch,,approved,1
999,Myron,Cohen,,approved,0
1000,Morris,Rossabi,,approved,1
1001,Dina,Amin,,approved,0
1002,Irene,Motyl,,approved,1
1003,Harrison,White,,approved,0
1004,Wei,Shang,,approved,0
1006,Paige,West,,approved,1
1009,Manouchehr,Kasheff,,approved,0
1010,Diana,Bush,,approved,0
1014,Miharu,Nittono,,approved,1
1015,Claire Elise,Hazen,,approved,2
1016,Igor,Krichever,,approved,1
1018,Zipora,Rubin,,approved,2
1019,Serge,Gavronsky,,approved,1
1020,Ari,Borrell,,approved,0
1021,Robert,Pollack,,approved,0
1022,Janaki,Bakhle,,approved,2
1023,Richard,Brilliant,,approved,0
1024,Linda,Beck,,approved,0
1025,Christopher,Weiss,,approved,0
1026,Delano,Greenridge-Copprue,,approved,0
1028,Joseph,Traub,,approved,0
1029,Victor,Carreno,,approved,0
1031,Yaelle,Azagury,,approved,0
1033,Brian,Seibert,,approved,0
1034,Denise,Budd,,approved,3
1036,Samuel,Moyn,,approved,2
1037,Frances,Richard,,approved,2
1038,Ruth,Raphaeli-Slivko,,approved,0
1039,Thomas,Katz,,approved,1
1040,Isabel,Hernandez-Amarante,,approved,1
1042,Kristina,Olson,,approved,3
1043,Alma,Mora,,approved,0
1044,Paul,Hertz,,approved,1
1045,Erin,Curren,,approved,2
1046,Elizabeth,Bernstein,,approved,0
1047,Marina,Budhos,,approved,0
1048,Lee,Fulton,,approved,0
1049,Alexis,George-Owen,,approved,0
1050,Margo,Orlando,,approved,0
1051,Jason,Fox,,approved,0
1052,Siona,Wilson,,approved,0
1053,Marc,Nichanian,,approved,0
1054,Rosalind,Krauss,,approved,1
1055,Jerome,Chanes,,approved,0
1056,Francoise,Murail,,approved,1
1057,Patrizia,Palumbo,,approved,2
1060,Mary,Gordon,,approved,1
1061,Andrea,Begel,,approved,0
1062,Dermot,Ryan,,approved,0
1063,Rene,Testa,,approved,0
1064,Jean,Gibbs,,approved,0
1065,Robert,Miller,,approved,3
1066,Savas,Dayanik,,approved,0
1068,Christian,Rojas,,approved,3
1069,Raymond,Smith,,approved,0
1070,Jason,Stevens,,approved,0
1071,Kathryn,Sullivan,,approved,0
1072,Elena,Aprile,,approved,0
1073,Giovanni,Ruffini,,approved,0
1074,Jason,James,,approved,0
1076,Lynn,Sykes,,approved,0
1078,Robert,Remez,,approved,0
1079,Paul,Currie,,approved,1
1081,Allison,Kimmich,,approved,0
1083,Dan,Miron,,approved,2
1085,Alexandros,Eleftheriadis,,approved,0
1086,Miranda,Lundskaer-Nielsen,,approved,0
1088,Feng,Li,,approved,3
1089,Peter,Campbell,,approved,0
1090,Upmanu,Lall,,approved,1
1091,Marco,Jacquemet,,approved,0
1092,Mario,Valero,,approved,2
1093,Alan,Dye,,approved,0
1094,Elizabeth,Hutchinson,,approved,0
1095,John,Brown,,approved,0
1096,Israela,Silberman,,approved,0
1097,Prajit,Dutta,,approved,0
1098,Mark,Weber,,approved,0
1100,Annalisa,Marzano,,approved,0
1102,Max,Kramer,,approved,0
1103,C. Dale,Worsley,,approved,0
1104,Wendi,Adamek,,approved,0
1105,Irving,Herman,,approved,0
1106,Giuseppe,Gerbino,,approved,2
1107,Nergis,Erturk,,approved,0
1108,Laura,Neitzel,,approved,0
1110,Andrea,Solomon,,approved,0
1111,Amy,Johnson,,approved,1
1112,Shou-Wu,Zhang,,approved,0
1113,Alexandre,Lunsqui,,approved,0
1114,Matt,Laufer,,approved,0
1115,Elizabeth,Kujawinski,,approved,1
1117,Daniel,Johnson,,approved,0
